internship_id,institution_id,domain,organization_name,duration_weeks,stipend_amount,mode,is_ppo_linked,program_source
INT_00344,INST_0314,WAF,HCL Technologies,8,0.00,offline,False,General
INT_00345,INST_0027,Platform Governance,IBM India,6,6721.00,offline,False,General
INT_00346,INST_0185,Message Broker,Bharti Airtel,6,6226.00,hybrid,False,General
INT_00347,INST_0175,Multimodal Models,Kotak Mahindra Bank,7,14291.00,hybrid,True,TULIP
INT_00348,INST_0155,Skill Development,Tata Power,9,0.00,online,False,General
INT_00349,INST_0155,Astrophysics,LinkedIn India,8,4949.00,offline,False,General
INT_00350,INST_0150,Six Sigma,Zoho Corporation,6,0.00,hybrid,True,TULIP
INT_00351,INST_0412,NGO Operations,Bajaj Finance,9,4096.00,offline,False,Indian Army
INT_00352,INST_0464,Containerization,Tata Motors,7,0.00,hybrid,True,General
INT_00353,INST_0400,Geology,State Bank of India,7,0.00,online,False,General
INT_00354,INST_0027,Retail Analytics,ABB India,7,11173.00,hybrid,False,General
INT_00355,INST_0079,Data Visualization,ONGC,7,9531.00,hybrid,False,General
INT_00356,INST_0244,Go-live Support,ONGC,7,7203.00,offline,False,General
INT_00357,INST_0289,Account Takeover,Tata Power,8,0.00,offline,False,General
INT_00358,INST_0223,Space Debris,Google India,7,4780.00,offline,False,General
INT_00359,INST_0259,Warehouse Automation,Trent (Westside),8,3654.00,offline,False,General
INT_00360,INST_0143,Green Bonds,Zoho Corporation,8,5513.00,offline,False,General
INT_00361,INST_0231,Sanctions Screening,AICTE Internship Cell,8,0.00,hybrid,False,CDAC
INT_00362,INST_0101,Economics Research,P&G India,9,13125.00,offline,False,General
INT_00363,INST_0285,Chaos Engineering,Tata Consultancy Services,9,6330.00,offline,False,General
INT_00364,INST_0318,Prompt Engineering,ICICI Bank,7,6310.00,online,False,General
INT_00365,INST_0015,Railway Operations,Cure.fit,9,13488.00,offline,False,General
INT_00366,INST_0396,ISO 9001,NITI Aayog,8,0.00,offline,False,General
INT_00367,INST_0113,Event Management,C-DAC,8,11431.00,offline,False,General
INT_00368,INST_0033,Artificial Intelligence,Reliance Industries,7,13227.00,offline,True,TULIP
INT_00369,INST_0412,Neural Search,Rapido,9,8872.00,hybrid,False,General
INT_00370,INST_0282,Master Data,Ola,8,0.00,hybrid,False,General
INT_00371,INST_0404,Border Control,State Bank of India,9,11165.00,offline,False,TULIP
INT_00372,INST_0450,Traffic Simulation,TVS Motor,7,12469.00,hybrid,False,General
INT_00373,INST_0308,Virtual Reality,LinkedIn India,6,12466.00,online,False,TULIP
INT_00374,INST_0170,Vaccine Development,NTPC,6,0.00,offline,False,General
INT_00375,INST_0464,Media Planning,Hero MotoCorp,6,0.00,offline,False,General
INT_00376,INST_0391,Pharmaceutical Research,Adani Group,7,12247.00,offline,False,General
INT_00377,INST_0311,Startup Mentoring,LinkedIn India,6,8000.00,offline,False,General
INT_00378,INST_0400,Non-destructive Testing,Reliance Industries,6,14098.00,hybrid,True,General
INT_00379,INST_0235,Market Research,ICICI Bank,7,0.00,online,False,General
INT_00380,INST_0169,Defence Analysis,Hero MotoCorp,6,0.00,online,True,CDAC
INT_00381,INST_0188,Customer Identity,National Skill Development Corporation,6,5543.00,online,True,General
INT_00382,INST_0175,Harbour Engineering,Bharat Electronics,8,14369.00,offline,False,General
INT_00383,INST_0143,Process Excellence,Dabur,6,0.00,online,True,General
INT_00384,INST_0139,Superconductors,Reliance Jio,9,7712.00,online,False,General
INT_00385,INST_0115,Polymer Science,Voltas,7,10877.00,online,False,General
INT_00386,INST_0164,Consumer Research,Siemens India,7,7329.00,offline,False,General
INT_00387,INST_0165,Cryo-EM,Lafarge India,9,3081.00,hybrid,True,General
INT_00388,INST_0307,Edge Computing,Suzlon,7,0.00,online,False,General
INT_00389,INST_0179,Aviation Management,Bharti Airtel,8,11084.00,offline,False,General
INT_00390,INST_0246,Augmented Reality,Hindalco,7,0.00,offline,False,General
INT_00391,INST_0015,Healthtech,Tata Consultancy Services,8,0.00,offline,False,General
INT_00392,INST_0223,Construction Management,Freshworks,6,7164.00,online,True,General
INT_00393,INST_0247,LTV Prediction,ServiceNow India,9,11999.00,offline,True,Indian Army
INT_00394,INST_0130,OAuth,Vedanta,8,0.00,hybrid,False,General
INT_00395,INST_0149,Robotics,LTIMindtree,9,13081.00,offline,False,General
INT_00396,INST_0092,Learning to Rank,Lafarge India,9,0.00,online,False,General
INT_00397,INST_0026,Service Mesh,Nestle India,8,13773.00,offline,False,General
INT_00398,INST_0280,Cost Optimization,Havells,8,12682.00,online,False,General
INT_00399,INST_0157,TTS,Tata Steel,7,0.00,hybrid,False,General
INT_00400,INST_0365,DDoS Mitigation,PhonePe,8,5986.00,offline,False,General
INT_00401,INST_0150,Ride Hailing,Titan Company,6,6162.00,hybrid,False,General
INT_00402,INST_0289,Attack Surface Management,Oyo,9,0.00,offline,False,General
INT_00403,INST_0343,Product Management,FedEx India,6,0.00,offline,False,General
INT_00404,INST_0417,Policy as Code,Bajaj Auto,6,13042.00,offline,False,General
INT_00405,INST_0270,Cutover Planning,SAP Labs India,9,7237.00,offline,False,General
INT_00406,INST_0243,Water Treatment,Tata Motors,7,6149.00,offline,False,General
INT_00407,INST_0239,Library Science,MakeMyTrip,8,0.00,offline,False,General
INT_00408,INST_0195,Social Work,Hyundai India,7,8556.00,online,False,General
INT_00409,INST_0313,PKI,HCL Technologies,6,7088.00,offline,False,TULIP
INT_00410,INST_0465,Raft,MakeMyTrip,7,10849.00,offline,False,General
INT_00411,INST_0037,Data Migration,Bharti Airtel,8,11334.00,offline,False,General
INT_00412,INST_0280,Pricing Optimization,Tata Consultancy Services,8,0.00,offline,False,General
INT_00413,INST_0062,Instrumentation,Maruti Suzuki,7,0.00,online,False,TULIP
INT_00414,INST_0437,Corporate Governance,Larsen & Toubro,9,9582.00,online,True,General
INT_00415,INST_0355,Natural Language Processing,DMart,7,0.00,online,False,General
INT_00416,INST_0202,Fiscal Policy,Practo,6,0.00,offline,False,General
INT_00417,INST_0120,Assistive Technology,BYJU'S,7,12629.00,offline,False,General
INT_00418,INST_0228,Dead Letter Queue,Cure.fit,6,10934.00,hybrid,False,General
INT_00419,INST_0244,Employer Branding,Bajaj Auto,8,10023.00,hybrid,False,General
INT_00420,INST_0041,Augmented Reality,Netflix India,7,14157.00,offline,False,Indian Army
INT_00421,INST_0434,Credit Risk,BigBasket,7,0.00,hybrid,False,General
INT_00422,INST_0027,CDN,Bajaj Finance,8,10337.00,offline,True,General
INT_00423,INST_0346,Robotics,Axis Bank,6,0.00,offline,True,General
INT_00424,INST_0133,Server Management,Adobe India,7,0.00,offline,True,General
INT_00425,INST_0457,Telecom Billing,Wipro,7,13881.00,offline,False,General
INT_00426,INST_0084,CDN,Salesforce India,8,4198.00,offline,False,General
INT_00427,INST_0237,Data Governance,HCL Technologies,9,0.00,online,True,General
INT_00428,INST_0352,Food Technology,Myntra,6,14302.00,offline,False,TULIP
INT_00429,INST_0372,AML Compliance,Swiggy,9,0.00,online,False,General
INT_00430,INST_0427,Risk-based Authentication,Airbnb India,9,9639.00,online,False,General
INT_00431,INST_0277,Wind Energy,Amazon India,7,14011.00,offline,False,TULIP
INT_00432,INST_0272,Aircraft Maintenance,ISRO,8,0.00,online,False,General
INT_00433,INST_0391,CVE Research,Lafarge India,6,14484.00,hybrid,False,General
INT_00434,INST_0236,Federated Learning,Reliance Industries,9,7797.00,hybrid,False,General
INT_00435,INST_0317,3D Bioprinting,Blue Star,6,7362.00,hybrid,False,General
INT_00436,INST_0443,Low-code Development,PhonePe,9,5586.00,online,False,General
INT_00437,INST_0100,Account Takeover,Razorpay,6,12812.00,hybrid,False,General
INT_00438,INST_0175,Dead Letter Queue,Dell Technologies,7,7672.00,hybrid,False,General
INT_00439,INST_0079,Autoscaling,Adani Green Energy,8,8082.00,online,False,TULIP
INT_00440,INST_0402,Nuclear Engineering,HCL Technologies,7,6040.00,online,False,General
INT_00441,INST_0364,Major Incident,Unacademy,7,8988.00,online,False,General
INT_00442,INST_0451,Content Writing,ReNew Power,7,4205.00,offline,False,TULIP
INT_00443,INST_0142,Container Scanning,Treebo,7,0.00,offline,True,General
INT_00444,INST_0026,ASR,PayPal India,8,3665.00,offline,False,TULIP
INT_00445,INST_0101,Operations Consulting,Schneider Electric,7,11775.00,online,True,General
INT_00446,INST_0268,IT Service Management,Blue Star,9,11344.00,online,False,CDAC
INT_00447,INST_0167,Human Resources,Larsen & Toubro,8,4849.00,offline,False,General
INT_00448,INST_0389,Indoor Positioning,SAP Labs India,9,6180.00,online,False,General
INT_00449,INST_0102,Leader Election,Uber India,6,3855.00,offline,False,General
INT_00450,INST_0262,Database Administration,Godrej Industries,9,13890.00,offline,False,General
INT_00451,INST_0231,Sociology Research,NTPC,9,0.00,online,False,General
INT_00452,INST_0312,War Rooms,Vodafone Idea,7,0.00,offline,False,General
INT_00453,INST_0376,Technical Writing,ABB India,6,0.00,offline,False,General
INT_00454,INST_0341,Payroll Operations,Bosch India,8,6253.00,hybrid,True,General
INT_00455,INST_0187,Telecommunications,FedEx India,8,6435.00,hybrid,False,TULIP
INT_00456,INST_0344,Conversion Prediction,Siemens India,8,0.00,offline,False,General
INT_00457,INST_0161,Airport Security,Oracle India,7,11615.00,offline,False,General
INT_00458,INST_0258,Fund Management,Tata Consultancy Services,9,11511.00,offline,True,General
INT_00459,INST_0089,Propulsion,PayPal India,9,4033.00,offline,False,General
INT_00460,INST_0372,Foundation Models,Cognizant,6,9810.00,offline,False,General
INT_00461,INST_0452,Architecture Design,PharmEasy,8,11416.00,offline,True,General
INT_00462,INST_0263,Mission Planning,Mahindra & Mahindra,9,5985.00,hybrid,False,General
INT_00463,INST_0324,Journalism,Zara India,6,4197.00,offline,False,CDAC
INT_00464,INST_0232,Retail Analytics,Razorpay,6,0.00,offline,False,General
INT_00465,INST_0421,Advertising,Stripe India,8,3090.00,offline,False,General
INT_00466,INST_0220,Firmware Security,SAP Labs India,6,6775.00,offline,False,General
INT_00467,INST_0034,Cutover Planning,Mother Dairy,9,0.00,hybrid,False,General
INT_00468,INST_0255,Category Management,Ola,6,9572.00,hybrid,True,General
INT_00469,INST_0370,Fleet Management,UNICEF India,7,6272.00,offline,True,TULIP
INT_00470,INST_0193,Contrastive Learning,IBM India,9,13340.00,online,False,General
INT_00471,INST_0345,Change Management,ICICI Bank,8,12264.00,online,False,General
INT_00472,INST_0410,Elder Care Technology,HCL Technologies,7,0.00,online,False,General
INT_00473,INST_0320,Data Visualization,Hindustan Aeronautics,6,4129.00,offline,True,General
INT_00474,INST_0008,Fraud Scoring,PayPal India,6,0.00,offline,False,General
INT_00475,INST_0089,Skill Development,State Bank of India,6,0.00,online,False,General
INT_00476,INST_0240,Corporate Governance,Meesho,6,3298.00,online,False,General
INT_00477,INST_0268,Hydrology,Capgemini,8,8201.00,online,False,General
INT_00478,INST_0291,Growth Hacking,Honeywell India,6,7507.00,offline,False,Indian Army
INT_00479,INST_0302,Wearable Health,FedEx India,8,3660.00,online,False,General
INT_00480,INST_0315,Sales and Marketing,Adidas India,9,14724.00,offline,True,CDAC
INT_00481,INST_0126,Contact Center AI,FedEx India,7,0.00,online,True,General
INT_00482,INST_0243,HVAC Design,Adani Green Energy,9,14403.00,offline,False,General
INT_00483,INST_0266,Carbon Capture,BHEL,8,5917.00,offline,False,General
INT_00484,INST_0264,Criminology,Meesho,6,3265.00,offline,False,General
INT_00485,INST_0302,Vaccine Development,Havells,9,4192.00,offline,False,General
INT_00486,INST_0376,Fundraising,upGrad,9,0.00,hybrid,False,General
INT_00487,INST_0331,SEO,Schneider Electric,6,0.00,offline,False,General
INT_00488,INST_0142,Humanitarian Logistics,upGrad,7,14770.00,offline,False,General
INT_00489,INST_0136,Electric Vehicles,Practo,7,10988.00,offline,False,General
INT_00490,INST_0131,Microsegmentation,Tech Mahindra,9,4527.00,hybrid,False,General
INT_00491,INST_0085,Vertical Farming,Freshworks,6,6953.00,offline,False,General
INT_00492,INST_0138,Networking,Reliance Jio,8,4723.00,offline,False,General
INT_00493,INST_0428,Zero Trust,Nike India,8,3236.00,offline,False,General
INT_00494,INST_0293,Maritime Safety,Honeywell India,6,5083.00,online,False,General
INT_00495,INST_0037,Textile Engineering,Tata Motors,9,11329.00,offline,True,General
INT_00496,INST_0385,Container Scanning,Bharti Airtel,7,0.00,online,False,General
INT_00497,INST_0340,Customer Analytics,Bajaj Finance,9,3941.00,offline,False,General
INT_00498,INST_0303,Operations Consulting,Capgemini,8,5232.00,online,False,General
INT_00499,INST_0113,Technical Writing,Amazon India,7,10807.00,offline,True,General
INT_00500,INST_0335,Distributed Locking,Siemens India,9,14701.00,offline,False,General
INT_00501,INST_0186,Airport Security,Siemens Gamesa,7,9767.00,offline,False,Indian Army
INT_00502,INST_0146,Structural Biology,Porter,6,0.00,online,False,General
INT_00503,INST_0389,Pharmaceutical Research,TVS Motor,8,14975.00,hybrid,False,General
INT_00504,INST_0435,Policy Analysis,JSW Steel,7,11697.00,hybrid,False,CDAC
INT_00505,INST_0131,Corporate Law,Vedanta,7,0.00,online,False,General
INT_00506,INST_0272,Mining Engineering,Indian Army (Technical),9,0.00,online,False,General
INT_00507,INST_0310,Reliability Engineering,Urban Company,9,8929.00,online,False,Indian Army
INT_00508,INST_0349,Synthetic Biology,Tata Power,6,0.00,offline,False,General
INT_00509,INST_0157,Data Visualization,Hero MotoCorp,8,11081.00,offline,False,General
INT_00510,INST_0247,Plasma Physics,Crompton,9,9035.00,hybrid,False,General
INT_00511,INST_0222,Sustainability Consulting,DRDO,8,0.00,offline,False,General
INT_00512,INST_0391,Graph Databases,Capgemini,6,10738.00,offline,True,CDAC
INT_00513,INST_0189,Composites,Fabindia,7,3393.00,online,False,General
INT_00514,INST_0223,Vector Databases,Godrej Industries,6,10219.00,offline,False,General
INT_00515,INST_0025,Columnar Storage,Fabindia,7,9180.00,online,False,General
INT_00516,INST_0373,Drone Technology,ServiceNow India,8,14249.00,online,True,General
INT_00517,INST_0144,Healthtech,Swiggy,6,12562.00,offline,True,General
INT_00518,INST_0133,Particle Physics,Meesho,9,11026.00,hybrid,False,General
INT_00519,INST_0390,Border Control,RedBus,6,7668.00,hybrid,False,General
INT_00520,INST_0388,Satellite Communication,Hindalco,6,3295.00,offline,False,General
INT_00521,INST_0101,Tissue Engineering,Hyundai India,7,11267.00,online,False,General
INT_00522,INST_0428,Astrobiology,Mother Dairy,9,7282.00,offline,False,General
INT_00523,INST_0307,Campaign Optimization,ONGC,6,7661.00,online,False,General
INT_00524,INST_0422,Agriculture Technology,HCL Technologies,7,8080.00,offline,True,General
INT_00525,INST_0024,Infrastructure as Code,Treebo,7,0.00,offline,False,General
INT_00526,INST_0174,Biomaterials,Indian Oil,8,0.00,offline,False,TULIP
INT_00527,INST_0301,MLOps,Cisco India,7,11805.00,offline,False,General
INT_00528,INST_0243,Implant Design,Capgemini,8,0.00,online,False,General
INT_00529,INST_0145,Impact Assessment,FedEx India,7,5096.00,offline,False,General
INT_00530,INST_0377,Data Visualization,Mahindra & Mahindra,9,6591.00,offline,True,CDAC
INT_00531,INST_0064,Systems Biology,Zoho Corporation,9,0.00,offline,False,General
INT_00532,INST_0161,VFX,LinkedIn India,6,0.00,offline,False,General
INT_00533,INST_0068,Reverse Proxy,Infosys,9,9149.00,offline,True,General
INT_00534,INST_0033,Conversion Prediction,Reliance Industries,6,0.00,offline,False,General
INT_00535,INST_0291,Named Entity Recognition,Uber India,7,4488.00,offline,False,General
INT_00536,INST_0122,Crowdsourcing,Shoppers Stop,9,3126.00,offline,False,General
INT_00537,INST_0168,etcd,Blinkit,6,13170.00,offline,False,TULIP
INT_00538,INST_0013,Nuclear Fusion,Maruti Suzuki,9,3338.00,offline,True,General
INT_00539,INST_0315,Sentiment Analysis,BHEL,7,9689.00,hybrid,False,General
INT_00540,INST_0234,Grant Writing,TVS Motor,9,0.00,offline,False,TULIP
INT_00541,INST_0439,Industrial Automation,Tata Steel,8,14535.00,online,False,General
INT_00542,INST_0104,Textile Engineering,Reliance Industries,8,10378.00,offline,True,TULIP
INT_00543,INST_0125,etcd,Salesforce India,8,0.00,offline,True,General
INT_00544,INST_0124,Natural Language Processing,Titan Company,7,0.00,online,False,General
INT_00545,INST_0115,DAST,Bajaj Electricals,6,5386.00,online,True,TULIP
INT_00546,INST_0280,Model Registry,NTPC,8,8528.00,offline,False,General
INT_00547,INST_0157,Computer Vision in Retail,P&G India,7,0.00,online,False,General
INT_00548,INST_0239,VLSI Design,Delhivery,6,11634.00,offline,False,General
INT_00549,INST_0322,Query Optimization,Adani Green Energy,8,3768.00,online,False,General
INT_00550,INST_0135,Smart Shelves,PayPal India,9,0.00,online,False,General
INT_00551,INST_0071,Homomorphic Encryption,Axis Bank,6,0.00,offline,False,CDAC
INT_00552,INST_0144,Data Science,Reliance Retail,6,8120.00,online,False,General
INT_00553,INST_0427,Payroll Operations,Capgemini,8,0.00,online,False,General
INT_00554,INST_0248,Investment Banking,World Bank India,9,12861.00,online,False,General
INT_00555,INST_0268,Biomedical Engineering,Cure.fit,7,14745.00,offline,True,General
INT_00556,INST_0182,Contrastive Learning,RedBus,9,0.00,online,False,General
INT_00557,INST_0120,ETL Pipelines,Tata Consultancy Services,9,9247.00,online,False,TULIP
INT_00558,INST_0079,Hydrogen Economy,Nestle India,9,3688.00,online,False,General
INT_00559,INST_0125,Economic Consulting,Bharat Electronics,6,7240.00,offline,True,TULIP
INT_00560,INST_0008,Biostatistics,IRCTC,8,0.00,offline,False,Indian Army
INT_00561,INST_0038,Differential Privacy,Zoho Corporation,7,11200.00,offline,False,General
INT_00562,INST_0239,Robotics,IRCTC,8,14056.00,hybrid,False,General
INT_00563,INST_0373,Particle Physics,Vedantu,7,0.00,offline,False,General
INT_00564,INST_0047,Ride Hailing,Indian Oil,7,10342.00,offline,False,Indian Army
INT_00565,INST_0319,Aerodynamics,Hero MotoCorp,9,13764.00,offline,False,General
INT_00566,INST_0286,Computational Chemistry,Adani Group,9,0.00,offline,False,General
INT_00567,INST_0334,Planetary Science,Rapido,9,5635.00,offline,False,General
INT_00568,INST_0157,Error Budgets,H&M India,6,0.00,offline,False,General
INT_00569,INST_0141,Disk Forensics,Crompton,9,13231.00,offline,False,General
INT_00570,INST_0344,Mechanical Design,Unacademy,9,0.00,online,True,General
INT_00571,INST_0106,Financial Analysis,Cognizant,8,0.00,offline,False,General
INT_00572,INST_0407,Internet of Things,TVS Motor,7,0.00,online,False,CDAC
INT_00573,INST_0107,Genomic Medicine,ABB India,6,4682.00,online,False,General
INT_00574,INST_0203,Urban Mobility,PharmEasy,6,3851.00,offline,False,General
INT_00575,INST_0050,Elder Care Technology,Accenture,7,4590.00,offline,False,Indian Army
INT_00576,INST_0252,Post-quantum Cryptography,Blue Star,9,0.00,offline,True,General
INT_00577,INST_0399,Livelihood Programs,HCL Technologies,8,0.00,online,False,General
INT_00578,INST_0100,Secrets Management,ONGC,6,4272.00,hybrid,False,General
INT_00579,INST_0060,Industrial Automation,Larsen & Toubro,9,13371.00,hybrid,False,General
INT_00580,INST_0051,Data Centre Operations,Maruti Suzuki,7,4128.00,hybrid,False,General
INT_00581,INST_0172,Fundraising,ACC Cement,8,7410.00,hybrid,False,General
INT_00582,INST_0152,Augmented Reality,HCL Technologies,6,11311.00,offline,False,General
INT_00583,INST_0120,CDN,Maruti Suzuki,9,13626.00,hybrid,False,General
INT_00584,INST_0344,Structural Analysis,Twitter/X India,7,14897.00,online,False,General
INT_00585,INST_0049,Hybrid Cloud,HCL Technologies,6,0.00,offline,False,General
INT_00586,INST_0358,Electrical Engineering,Tata Motors,6,5264.00,hybrid,False,General
INT_00587,INST_0397,Livelihood Programs,L&T Energy,7,7203.00,online,False,General
INT_00588,INST_0233,Algorithmic Fairness,Vedantu,7,0.00,hybrid,False,General
INT_00589,INST_0109,Confidential Computing,Paytm,6,7696.00,offline,False,CDAC
INT_00590,INST_0276,Corporate Law,TULIP Portal Partner,6,7055.00,offline,False,General
INT_00591,INST_0144,Fintech Compliance,Honeywell India,8,0.00,online,False,CDAC
INT_00592,INST_0384,Low-code Development,Hero MotoCorp,8,13499.00,offline,False,General
INT_00593,INST_0411,Electrical Engineering,Rapido,8,6585.00,offline,False,General
INT_00594,INST_0326,Cutover Planning,Zomato,8,5918.00,online,True,General
INT_00595,INST_0170,Computer Vision,FedEx India,7,9922.00,offline,False,General
INT_00596,INST_0099,Smart City Projects,H&M India,6,3095.00,offline,True,General
INT_00597,INST_0178,Microbiology,Tata Power,7,13549.00,offline,False,General
INT_00598,INST_0096,OSINT,Cognizant,8,0.00,online,False,General
INT_00599,INST_0253,Personalized Medicine,Tata Motors,8,3533.00,hybrid,False,General
INT_00600,INST_0227,Video Editing,Ultratech Cement,6,10372.00,hybrid,True,General
INT_00601,INST_0057,Semantic Search,Khadi India,6,14129.00,hybrid,False,General
INT_00602,INST_0277,Architecture Design,ServiceNow India,9,5319.00,offline,False,General
INT_00603,INST_0249,Kubernetes,ServiceNow India,7,0.00,online,True,General
INT_00604,INST_0207,Network Segmentation,Havells,9,0.00,offline,False,General
INT_00605,INST_0179,Fleet Management,Urban Company,8,0.00,offline,False,General
INT_00606,INST_0390,Resilience Testing,Ola,6,0.00,online,False,General
INT_00607,INST_0037,Propulsion,Unacademy,8,14521.00,hybrid,False,TULIP
INT_00608,INST_0316,Border Control,Swiggy,9,0.00,online,False,General
INT_00609,INST_0315,Secrets Management,Zomato,7,6383.00,hybrid,False,General
INT_00610,INST_0156,Astrobiology,Nykaa,9,6110.00,offline,False,General
INT_00611,INST_0230,Vault,Salesforce India,7,4184.00,offline,True,General
INT_00612,INST_0171,Behavioural Biometrics,ISRO,8,0.00,online,False,General
INT_00613,INST_0158,SAST,Larsen & Toubro,9,0.00,offline,False,General
INT_00614,INST_0360,Astrobiology,Ultratech Cement,7,9520.00,offline,False,General
INT_00615,INST_0317,Molecular Biology,Zomato,8,5290.00,offline,True,General
INT_00616,INST_0449,Ayurveda Research,Urban Company,7,0.00,offline,False,General
INT_00617,INST_0367,Optics,ServiceNow India,7,7627.00,offline,False,General
INT_00618,INST_0414,Smart Grid,Infosys,7,7541.00,offline,False,General
INT_00619,INST_0370,Dead Letter Queue,Porter,6,9628.00,online,False,General
INT_00620,INST_0245,Audit and Compliance,Kia India,6,0.00,hybrid,False,TULIP
INT_00621,INST_0017,Columnar Storage,Royal Enfield,6,0.00,offline,True,General
INT_00622,INST_0078,Welding Technology,Hindustan Aeronautics,9,13945.00,online,False,General
INT_00623,INST_0289,Account Takeover,Kotak Mahindra Bank,9,0.00,hybrid,False,Indian Army
INT_00624,INST_0292,GraphQL,ServiceNow India,9,0.00,offline,False,General
INT_00625,INST_0244,International Relations,Ultratech Cement,7,11400.00,online,True,General
INT_00626,INST_0392,Vehicle Telematics,Freshworks,8,13716.00,offline,False,General
INT_00627,INST_0265,Network Segmentation,Bharti Airtel,9,0.00,online,False,General
INT_00628,INST_0341,Sales and Marketing,Oyo,8,13217.00,online,True,General
INT_00629,INST_0273,Aerodynamics,Razorpay,6,13204.00,hybrid,False,CDAC
INT_00630,INST_0013,CVSS,Kotak Mahindra Bank,8,0.00,online,False,CDAC
INT_00631,INST_0206,Risk-based Authentication,Axis Bank,8,3461.00,offline,False,General
INT_00632,INST_0443,Carbon Capture,BYJU'S,6,0.00,online,False,General
INT_00633,INST_0007,Event Management,Microsoft India,7,11750.00,online,False,CDAC
INT_00634,INST_0105,Customer Identity,Siemens India,6,8318.00,offline,False,General
INT_00635,INST_0363,Criminology,Hero MotoCorp,6,6507.00,hybrid,False,General
INT_00636,INST_0313,Vaccination Drives,Razorpay,7,0.00,online,False,General
INT_00637,INST_0038,Personalized Medicine,Ashok Leyland,6,0.00,online,False,General
INT_00638,INST_0436,Clinical Trials Management,C-DAC,7,0.00,offline,False,General
INT_00639,INST_0402,Metrology,GAIL India,9,0.00,hybrid,False,General
INT_00640,INST_0201,Disaster Recovery,Dabur,8,6478.00,offline,False,Indian Army
INT_00641,INST_0029,Aerospace Engineering,Tata Consultancy Services,9,12797.00,offline,False,General
INT_00642,INST_0368,HACCP,upGrad,6,14478.00,hybrid,False,Indian Army
INT_00643,INST_0046,Vault,Uber India,7,4137.00,offline,False,General
INT_00644,INST_0342,Library Science,Bajaj Finance,7,9201.00,hybrid,True,General
INT_00645,INST_0154,Caching,BYJU'S,7,3176.00,offline,False,General
INT_00646,INST_0066,User Research,Kotak Mahindra Bank,9,0.00,offline,False,General
INT_00647,INST_0402,Vulnerability Research,LTIMindtree,9,13300.00,offline,True,General
INT_00648,INST_0099,Data Protection,Microsoft India,9,6527.00,online,False,General
INT_00649,INST_0016,Influencer Marketing,Salesforce India,8,0.00,offline,False,General
INT_00650,INST_0080,Schema Migration,Blue Dart,7,3084.00,offline,False,TULIP
